LastName,FirstName,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,OrigUncertaintyStr,UncertaintyName,Replicates,StdValue,UnitName,RelUncertaintyPercent,OrigObsDataID,ErrorRisk,Reference,Comment,StdValueStr
Cornelissen,Johannes,37,Sheffield Database,Pyrus communis,45232,Pyrus communis,16028,454185,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,700,kg/m3,Single,"","","",0.7,g/cm3,"","",3.6476,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Pyrus communis,45232,Pyrus communis,16028,454186,"","",113,Reference / source,Reference,(Brzeziecki & Kienast 94),"","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",1107
Cornelissen,Johannes,37,Sheffield Database,Sorbus aria,50994,Sorbus aria,16029,454187,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,710,kg/m3,Single,"","","",0.71,g/cm3,"","",2.55125,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Sorbus aria,50994,Sorbus aria,16029,454188,"","",113,Reference / source,Reference,(Brzeziecki & Kienast 94),"","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",1107
Cornelissen,Johannes,37,Sheffield Database,Sorbus torminalis,51119,Sorbus torminalis,16030,454189,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,710,kg/m3,Single,"","","",0.71,g/cm3,"","",7.80288,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Sorbus torminalis,51119,Sorbus torminalis,16030,454190,"","",113,Reference / source,Reference,(Brzeziecki & Kienast 94),"","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",1107
Cornelissen,Johannes,37,Sheffield Database,Sorbus aucuparia,50997,Sorbus aucuparia,16031,454191,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,730,kg/m3,Single,"","","",0.73,g/cm3,"","",3.30945,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Sorbus aucuparia,50997,Sorbus aucuparia,16031,454192,"","",113,Reference / source,Reference,(Brzeziecki & Kienast 94),"","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",1107
Cornelissen,Johannes,37,Sheffield Database,Carpinus betulus,10773,Carpinus betulus,16032,454193,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,790,kg/m3,Single,"","","",0.79,g/cm3,"","",3.00272,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Carpinus betulus,10773,Carpinus betulus,16032,454194,"","",113,Reference / source,Reference,(Brzeziecki & Kienast 94),"","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",1107
Cornelissen,Johannes,37,Sheffield Database,Picea sitchensis,41942,Picea sitchensis,16033,454195,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,420,kg/m3,Single,"","","",0.42,g/cm3,"","",1.3339,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Picea sitchensis,41942,Picea sitchensis,16033,454196,"","",113,Reference / source,Reference,"Schütt et al. 1994, Enzyklopädie der Holzgewächse","","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",7569
Cornelissen,Johannes,37,Sheffield Database,Frangula alnus,25217,Frangula alnus,16034,454197,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,580,kg/m3,Single,"","","",0.58,g/cm3,"","",1.16659,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Frangula alnus,25217,Frangula alnus,16034,454198,"","",113,Reference / source,Reference,"Schütt et al. 1994, Enzyklopädie der Holzgewächse","","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",7569
Cornelissen,Johannes,37,Sheffield Database,Acer platanoides,854,Acer platanoides,16035,454199,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,590,kg/m3,Single,"","","",0.59,g/cm3,"","",4.59135,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Acer platanoides,854,Acer platanoides,16035,454200,"","",113,Reference / source,Reference,"Schütt et al. 1994, Enzyklopädie der Holzgewächse","","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",7569
Cornelissen,Johannes,37,Sheffield Database,Corylus avellana,14688,Corylus avellana,16036,454201,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,600,kg/m3,Single,"","","",0.6,g/cm3,"",5836781,1.86715,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Corylus avellana,14688,Corylus avellana,16036,454202,"","",113,Reference / source,Reference,"Schütt et al. 1994, Enzyklopädie der Holzgewächse","","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",7569
Cornelissen,Johannes,37,Sheffield Database,Juglans regia,31427,Juglans regia,16037,454203,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,640,kg/m3,Single,"","","",0.64,g/cm3,"","",3.44422,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Juglans regia,31427,Juglans regia,16037,454204,"","",113,Reference / source,Reference,"Schütt et al. 1994, Enzyklopädie der Holzgewächse","","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",7569
Cornelissen,Johannes,37,Sheffield Database,Taxus baccata,53526,Taxus baccata,16038,454205,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,640,kg/m3,Single,"","","",0.64,g/cm3,"","",4.23201,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Taxus baccata,53526,Taxus baccata,16038,454206,"","",113,Reference / source,Reference,"Schütt et al. 1994, Enzyklopädie der Holzgewächse","","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",7569
Cornelissen,Johannes,37,Sheffield Database,Fraxinus excelsior,25247,Fraxinus excelsior,16039,454207,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,650,kg/m3,Single,"","","",0.65,g/cm3,"","",1.85213,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Fraxinus excelsior,25247,Fraxinus excelsior,16039,454208,"","",113,Reference / source,Reference,"Schütt et al. 1994, Enzyklopädie der Holzgewächse","","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",7569
Cornelissen,Johannes,37,Sheffield Database,Fagus sylvatica,23906,Fagus sylvatica,16040,454209,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,680,kg/m3,Single,"","","",0.68,g/cm3,"","",0.408622,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Fagus sylvatica,23906,Fagus sylvatica,16040,454210,"","",113,Reference / source,Reference,"Schütt et al. 1994, Enzyklopädie der Holzgewächse","","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",7569
Cornelissen,Johannes,37,Sheffield Database,Euonymus europaeus,23260,Euonymus europaeus,16041,454211,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,700,kg/m3,Single,"","","",0.7,g/cm3,"","",8.28947,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Euonymus europaeus,23260,Euonymus europaeus,16041,454212,"","",113,Reference / source,Reference,"Schütt et al. 1994, Enzyklopädie der Holzgewächse","","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",7569
Cornelissen,Johannes,37,Sheffield Database,Rhamnus cathartica,45983,Rhamnus cathartica,16042,454213,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,710,kg/m3,Single,"","","",0.71,g/cm3,"","",2.9514,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Rhamnus cathartica,45983,Rhamnus cathartica,16042,454214,"","",113,Reference / source,Reference,"Schütt et al. 1994, Enzyklopädie der Holzgewächse","","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",7569
Cornelissen,Johannes,37,Sheffield Database,Sorbus aria,50994,Sorbus aria,16043,454215,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,780,kg/m3,Single,"","","",0.78,g/cm3,"","",2.87375,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Sorbus aria,50994,Sorbus aria,16043,454216,"","",113,Reference / source,Reference,"Schütt et al. 1994, Enzyklopädie der Holzgewächse","","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",7569
Cornelissen,Johannes,37,Sheffield Database,Cornus sanguinea,14595,Cornus sanguinea,16044,454217,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,790,kg/m3,Single,"","","",0.79,g/cm3,"","",1.94852,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Cornus sanguinea,14595,Cornus sanguinea,16044,454218,"","",113,Reference / source,Reference,"Schütt et al. 1994, Enzyklopädie der Holzgewächse","","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",7569
Cornelissen,Johannes,37,Sheffield Database,Berberis vulgaris,7230,Berberis vulgaris,16045,454219,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,800,kg/m3,Single,"","","",0.8,g/cm3,"","",1.63743,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Berberis vulgaris,7230,Berberis vulgaris,16045,454220,"","",113,Reference / source,Reference,"Schütt et al. 1994, Enzyklopädie der Holzgewächse","","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",7569
Cornelissen,Johannes,37,Sheffield Database,Carpinus betulus,10773,Carpinus betulus,16046,454221,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,820,kg/m3,Single,"","","",0.82,g/cm3,"","",3.16537,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Carpinus betulus,10773,Carpinus betulus,16046,454222,"","",113,Reference / source,Reference,"Schütt et al. 1994, Enzyklopädie der Holzgewächse","","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",7569
Cornelissen,Johannes,37,Sheffield Database,Viburnum lantana,56319,Viburnum lantana,16047,454223,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,840,kg/m3,Single,"","","",0.84,g/cm3,"","",1.38087,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Viburnum lantana,56319,Viburnum lantana,16047,454224,"","",113,Reference / source,Reference,"Schütt et al. 1994, Enzyklopädie der Holzgewächse","","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",7569
Cornelissen,Johannes,37,Sheffield Database,Ligustrum vulgare,33431,Ligustrum vulgare,16048,454225,4,"Stem specific density (SSD, stem dry mass per stem fresh volume) or wood density",4,Wood density; stem specific density; wood specific gravity (SSD),Wood density,935,kg/m3,Single,"","","",0.935,g/cm3,"","",3.60215,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Ligustrum vulgare,33431,Ligustrum vulgare,16048,454226,"","",113,Reference / source,Reference,"Schütt et al. 1994, Enzyklopädie der Holzgewächse","","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","",7569
Cornelissen,Johannes,37,Sheffield Database,Acer platanoides,854,Acer platanoides,16228,455143,"","",236,Soil type (soil order),Soil,Millstone Grit (acidic sandstone),"","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","MG = Millstone Grit (acidic sandstone), CL = Carboniferous Limestone, CLH= Carboniferous Limestone Higher Altitude (300-450 m), ML = Magnesium Limestone, CM = Coal Measures (slightly acidic loam), OT = Other substrates, including garden soils.",
Cornelissen,Johannes,37,Sheffield Database,Acer platanoides,854,Acer platanoides,16228,455144,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),Leaf nitrogen content mg/g,23.8666666666667,mg/g,Single,"","","",23.8666666666667,mg/g,"","",1.23429,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Acer platanoides,854,Acer platanoides,16228,455145,15,Leaf phosphorus (P) content per leaf dry mass,16,Leaf phosphorus content per dry mass (Pmass),Leaf phosphorus contents mg/g,2.00333333333333,mg/g,Single,"","","",2.00333333333333,mg/g,"","",1.2338,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
Cornelissen,Johannes,37,Sheffield Database,Acer platanoides,854,Acer platanoides,16228,455147,"","",59,Latitude,latitude,53.4,"","","","","",53.4,"","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","decimal, rough estimate",
Cornelissen,Johannes,37,Sheffield Database,Acer platanoides,854,Acer platanoides,16228,455148,"","",60,Longitude,longitude,-1.5,"","","","","",-1.5,"","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","decimal, rough estimate",
Cornelissen,Johannes,37,Sheffield Database,Acer platanoides,854,Acer platanoides,16229,455149,"","",236,Soil type (soil order),Soil,Magnesium Limestone,"","","","","","","","","","","Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.","MG = Millstone Grit (acidic sandstone), CL = Carboniferous Limestone, CLH= Carboniferous Limestone Higher Altitude (300-450 m), ML = Magnesium Limestone, CM = Coal Measures (slightly acidic loam), OT = Other substrates, including garden soils.",
Cornelissen,Johannes,37,Sheffield Database,Acer platanoides,854,Acer platanoides,16229,455150,14,Leaf nitrogen (N) content per leaf dry mass,15,Leaf nitrogen content per dry mass (Nmass),Leaf nitrogen content mg/g,23.2,mg/g,Single,"","","",23.2,mg/g,"","",1.0652,"Cornelissen, J. H. C., B. Cerabolini, P. Castro-Diez, P. Villar-Salvador, G. Montserrat-Marti, J. P. Puyravaud, M. Maestro, M. J. A. Werger, and R. Aerts. 2003. Functional traits of woody plants: correspondence of species rankings between field adults and laboratory-grown seedlings? Journal of Vegetation Science 14:311-322.",,
